ID;Site;Latitude ;Longitude ;Exact location ;Literary source;Site type;Min_date;Max_date;Bibliography - title nr. 1 ;DOI;Bibliography - title nr. 2 ;DOI;Notes
786;Mountros (Ag. Efstratios) ;35,276898;24,367166;Y;;settlement\coin;401;824;Antourakes, Georgios. 1979. Ta monasteria ton Myriokefallon kai Roustikon Kretes me ta parekklesia tous, Athens. ;;;;
787;Mountros (Ag. Efstratios) ;35,276898;24,367166;Y;;settlement\coin;961;1205;Antourakes, Georgios. 1979. Ta monasteria ton Myriokefallon kai Roustikon Kretes me ta parekklesia tous, Athens. ;;;;
788;Mouri;35,435334;23,703378;Y;;settlement\church;961;1205;Curuni S.A. 1988: L’ Istituto Veneto di Scienze, Lettere ed Arti e la missione cretese di Giuseppe Gerola, in: Curuni S.A. & Donati L. (eds), Creta Veneziana (Venice) 37-113.;;;;
789;Mouri - Ag. Nikolaos;35,440575;23,702394;Y;;church;961;1205;Gerola, Giuseppe, and K. E. Lassithiotakes. 1961. Topographikos katalogos ton toichographemenon ekklesion tes Κretes. Herakleion: Ekdosis Etairias Kretikon istorikon meleton.;;Gallas, Klaus, Klaus Wessel, and Manolis Borboudakis, M. 1983. Byzantinische Kreta, Műnchen.;;
790;Mouzouras - Airport - AKS MS2;35,536993;24,15782;Y;;settlement;201;300;Raab, Holly Alane. 2001. Rural settlement in Hellenistic and Roman Crete: the Akrotiri peninsula. Oxford, England: Archaeopress. ;;;;
791;Mouzouras - Airport - AKS MS2;35,536993;24,15782;Y;;settlement;961;1205;Raab, Holly Alane. 2001. Rural settlement in Hellenistic and Roman Crete: the Akrotiri peninsula. Oxford, England: Archaeopress. ;;;;
792;Mpitzarniano (Pigi);35,22082;25,350179;Y;Y;settlement;201;1205;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;;;
793;Mpitzarniano (Pigi);35,22082;25,350179;Y;Y;church;313;1205;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;;;
794;Mpιzariano;35,22614;25,347926;Y;;cemetery\church;401;700;Volanakes, Ioannis. 1987. Ta palaiochristianika mnemeia tes Kretes. Kretika Chronika KZ', 235-261.;;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;
795;Mpιzariano;35,22614;25,347926;Y;;cemetery\church;961;1205;Volanakes, Ioannis 1987. Ta palaiochristianika mnemeia tes kretes. Kretika Chronika KZ', 235-262;;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;
796;Myriokefala - Panagia Antifonetria;35,25478;24,302;Y;;cemetery\church;961;1205;Andrianakes, Michales G. and Giapitsoglou, Kostas D. 2014. Christianika mnemeia tes Kretes. Heraklion. ;;Antourakes, Georgios. 1978. Toichografimenoi Byzantinoi Naoi tes Kretes. Eparchia: Sfakion - Apokoronou - Rethymnes. Volume A. Athens.;;
797;Myriokephala;35,254848;24,302531;Y;Y;church;401;700;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;ΑΔ Β2 Χρονικά 54 (1951);;end of10th c.
798;Myriokephala;35,254848;24,302531;Y;Y;monastery;961;1205;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;ΑΔ Β2 Χρονικά 54 (1951);;end of10th c.
799;Namfi - AKS MR6 ;35,502387;24,168839;Y;;settlement;201;824;Raab, Holly Alane. 2001. Rural settlement in Hellenistic and Roman Crete: the Akrotiri peninsula. Oxford, England: Archaeopress. ;;;;
800;Namfi - AKS MR6 ;35,502387;24,168839;Y;;settlement;961;1205;Raab, Holly Alane. 2001. Rural settlement in Hellenistic and Roman Crete: the Akrotiri peninsula. Oxford, England: Archaeopress. ;;;;
801;Neoanemomylos - AKS AN9;35,543014;24,121412;Y;;settlement;961;1205;Raab, Holly Alane. 2001. Rural settlement in Hellenistic and Roman Crete: the Akrotiri peninsula. Oxford, England: Archaeopress. ;;;;
802;Nerolakkos - AKS NL1;35,548377;24,123917;Y;;settlement;201;824;Raab, Holly Alane. 2001. Rural settlement in Hellenistic and Roman Crete: the Akrotiri peninsula. Oxford, England: Archaeopress. ;;;;
803;Nerolakkos - AKS NL1;35,548377;24,123917;Y;;settlement;961;1205;Raab, Holly Alane. 2001. Rural settlement in Hellenistic and Roman Crete: the Akrotiri peninsula. Oxford, England: Archaeopress. ;;;;
804;Nerospilios ;35,599797;24,120591;N;;settlement;301;824;Hood, M. S. F. 1965. Minoan Sites in the Far West of Crete. The Annual of the British School at Athens, vol. 60, 1965, pp. 99–113. ;;;;cave
805;Nerotrypa (Agia Marina Chanion);35,497556;23,920522;Υ;;settlement;201;1205;Sanders, Ian F. 1982. Roman Crete: an archaeolog. survey and gazetteer of late Hellenistic, Roman and early Byzantine Crete. Warminster, Wilts: Aris & Phillips.;;;;
806;Nipos - Ag. Pnevma;35,377746;24,172565;Y;;church;961;1205;Antourakes, Georgios. 1978. Toichografimenoi Byzantinoi Naoi tes Kretes. Eparchia: Sfakion - Apokoronou - Rethymnes. Volume A. Athens.;;;;
807;Nisi;35,234992;24,350559;N;Y;settlement;401;700;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;Faure Paul. 1962. Cavernes et sites aux deux extrémités de la Crète. In: Bulletin de correspondance hellénique. Volume 86, livraison 1, 36-56.;https://doi.org/10.3406/bch.1962.2302;cave
808;Nisi area - AKS NS1;35,550575;24,062763;Υ;;settlement;301;824;Raab, Holly Alane. 2001. Rural settlement in Hellenistic and Roman Crete: the Akrotiri peninsula. Oxford, England: Archaeopress. ;;;;
809;Nisi area - AKS NS1;35,550575;24,062763;Υ;;settlement;961;1205;Raab, Holly Alane. 2001. Rural settlement in Hellenistic and Roman Crete: the Akrotiri peninsula. Oxford, England: Archaeopress. ;;;;
810;Nivritos;35,13186;24,924571;N;;settlement;301;824;Watrous, Livingston Vance, Despoina Hadzi-Vallianou, and Harriet Blitzer. 2004. The plain of Phaistos: cycles of social complexity in the Mesara region of Crete. Los Angeles, Calif: Cotsen Institute of Archaeology;;;;coordinates: village center
811;Nopegeia;35,504722;23,712757;Y;;bath;201;400;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;;;dating? Roman bath before? church of Ag. Georgios 
812;Nopegeia;35,504722;23,712757;Y;;church;961;1205;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;;;dating? Roman bath before? church of Ag. Georgios 
813;North of TS10  - AKS TS8 (Tersanas);35,572338;24,08557;Y;;settlement;201;824;Raab, Holly Alane. 2001. Rural settlement in Hellenistic and Roman Crete: the Akrotiri peninsula. Oxford, England: Archaeopress. ;;;;
814;Ntia ;35,449801;25,218802;N;;settlement\port\monastery;401;824;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;Poulou-Papademetriou, Natalia. 2011. Tekmeria ylikou politismou ste vyzantine Krete: apo ton 7o eos to telos tou 12ou aiona. In Kapsomenos, E. G. and M. Andreadaki-Vlazaki and M. Andrianakis (eds.), Pepragmena tou Ι´Diethnous Kretologikou Synergiou (Chania, 1-8 Oktomvriou 2006), tomos Α: Panegyrikes Synedries - Olomeleies - Stroggyles Trapezes - Oi diorganotes kai to programma tou Synedriou, Chania, 381-447.;;coordinates: islet central point 
815;Ntia ;35,449801;25,218802;N;;settlement\port\monastery;961;1205;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;Poulou-Papademetriou, Natalia. 2011. Tekmeria ylikou politismou ste vyzantine Krete: apo ton 7o eos to telos tou 12ou aiona. In Kapsomenos, E. G. and M. Andreadaki-Vlazaki and M. Andrianakis (eds.), Pepragmena tou Ι´Diethnous Kretologikou Synergiou (Chania, 1-8 Oktomvriou 2006), tomos Α: Panegyrikes Synedries - Olomeleies - Stroggyles Trapezes - Oi diorganotes kai to programma tou Synedriou, Chania, 381-447.;;coordinates: islet central point 
816;O Christos - AKS KA1;35,542277;24,108552;Y;;settlement\cistern;201;824;Raab, Holly Alane. 2001. Rural settlement in Hellenistic and Roman Crete: the Akrotiri peninsula. Oxford, England: Archaeopress. ;;;;
817;O Christos - AKS KA1;35,542277;24,108552;Y;;settlement\cistern;961;1205;Raab, Holly Alane. 2001. Rural settlement in Hellenistic and Roman Crete: the Akrotiri peninsula. Oxford, England: Archaeopress. ;;;;
818;Onihas (Asi Gonia) ;35,259005;24,277864;Y;;settlement;401;824;Antourakes, Georgios. 1977. Ai monai Myriokefalon kai Roustikon Kretes meta ton parekklesion auton. Athens. ;;;;
819;Oxa;35,242869;25,707331;Y;;fortification\cistern;201;300;Klontza-Jaklova, Vera. Klontzas, Manolis and Adam Geisler. 2019. Coast and Mountains: the problems of the Early Byzantine Crete Archaeology, Anodos, Trnava.;;;;
820;Oxa;35,242869;25,707331;Y;;fortification\cistern;650;850;Klontza-Jaklova, Vera. Klontzas, Manolis and Adam Geisler. 2019. Coast and Mountains: the problems of the Early Byzantine Crete Archaeology, Anodos, Trnava.;;;;
821;Oxa;35,242869;25,707331;Y;;fortification\cistern;1101;1205;Klontza-Jaklova, Vera. Klontzas, Manolis and Adam Geisler. 2019. Coast and Mountains: the problems of the Early Byzantine Crete Archaeology, Anodos, Trnava.;;;;
822;Pacheia Ammos;35,113196;25,821928;Y;;cistern\fortification\settlement\port;301;400;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;https://www.kastra.eu/;;coin
823;Pacheia Ammos;35,113196;25,821928;Y;;cistern\fortification\settlement\port;1101;1205;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;https://www.kastra.eu/;;coin
824;Pacheia Ammos - Agia Pelagia fields - GOUR9;35,110354;25,791296;Y;;settlement;301;400;"Watrous, Livingston Vance; Haggis, Donald; Nowicki, Krzysztof; Vogeikoff-Brogan, Natalia and Schultz, Maryanne. 2012. An Archaeological Survey of the Gournia Landscape. Prehistory Monographs 37. Philadelphia: INSTAP Academic Press.";;;;
825;Pacheia Ammos - Agia Pelagia fields - GOUR9;35,110354;25,791296;Y;;settlement;501;700;"Watrous, Livingston Vance; Haggis, Donald; Nowicki, Krzysztof; Vogeikoff-Brogan, Natalia and Schultz, Maryanne. 2012. An Archaeological Survey of the Gournia Landscape. Prehistory Monographs 37. Philadelphia: INSTAP Academic Press.";;;;
826;Pacheia Ammos - Alatzomouri Ag. Dimitrios - GOUR17;35,311174;25,801586;Y;;cemetery\church\cistern\settlement;201;700;"Watrous, Livingston Vance; Haggis, Donald; Nowicki, Krzysztof; Vogeikoff-Brogan, Natalia and Schultz, Maryanne. 2012. An Archaeological Survey of the Gournia Landscape. Prehistory Monographs 37. Philadelphia: INSTAP Academic Press.";;;;
827;Pacheia Ammos - Ellinika - GOUR21;35,10902;25,809535;Y;;settlement;201;700;"Watrous, Livingston Vance; Haggis, Donald; Nowicki, Krzysztof; Vogeikoff-Brogan, Natalia and Schultz, Maryanne. 2012. An Archaeological Survey of the Gournia Landscape. Prehistory Monographs 37. Philadelphia: INSTAP Academic Press.";;;;
828;Pacheia Ammos - GOUR28;35,102859;25,812496;Y;;settlement;201;700;"Watrous, Livingston Vance; Haggis, Donald; Nowicki, Krzysztof; Vogeikoff-Brogan, Natalia and Schultz, Maryanne. 2012. An Archaeological Survey of the Gournia Landscape. Prehistory Monographs 37. Philadelphia: INSTAP Academic Press.";;;;
829;Pacheia Ammos - Kaminia - GOUR61;35,105246;25,834727;Y;;settlement;201;700;"Watrous, Livingston Vance; Haggis, Donald; Nowicki, Krzysztof; Vogeikoff-Brogan, Natalia and Schultz, Maryanne. 2012. An Archaeological Survey of the Gournia Landscape. Prehistory Monographs 37. Philadelphia: INSTAP Academic Press.";;;;
830;Pakio;35,329382;24,550689;Ν;;coin;824;900;Miles, George C. 1970. The coinage of the Arab amirs of Crete. New York: American Numismatic Society.;;;;by Rethymnon
831;Palaia Vrisi - FES 27;35,072087;24,831102;Y;;settlement\cistern;961;1205;Watrous, Livingston Vance, Despoina Hadzi-Vallianou, and Harriet Blitzer. 2004. The plain of Phaistos: cycles of social complexity in the Mesara region of Crete. Los Angeles, Calif: Cotsen Institute of Archaeology;;;;
832;Palaikastro;35,19804;26,254044;Ν;;settlement;301;700;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;;;coordinates: village center
833;Palaioekklisia - GOUR46;35,110003;25,830542;Y;;settlement;201;700;"Watrous, Livingston Vance; Haggis, Donald; Nowicki, Krzysztof; Vogeikoff-Brogan, Natalia and Schultz, Maryanne. 2012. An Archaeological Survey of the Gournia Landscape. Prehistory Monographs 37. Philadelphia: INSTAP Academic Press.";;;;
834;Palaioekklisia - GOUR56;35,111899;25,837752;Y;;settlement;201;700;"Watrous, Livingston Vance; Haggis, Donald; Nowicki, Krzysztof; Vogeikoff-Brogan, Natalia and Schultz, Maryanne. 2012. An Archaeological Survey of the Gournia Landscape. Prehistory Monographs 37. Philadelphia: INSTAP Academic Press.";;;;
835;Palaiochora - AKS PL3;35,49675;24,160932;Y;;settlement;201;824;Raab, Holly Alane. 2001. Rural settlement in Hellenistic and Roman Crete: the Akrotiri peninsula. Oxford, England: Archaeopress. ;;;;
836;Palaiochora - AKS PL3;35,49675;24,160932;Y;;settlement;201;824;Raab, Holly Alane. 2001. Rural settlement in Hellenistic and Roman Crete: the Akrotiri peninsula. Oxford, England: Archaeopress. ;;;;
837;Palaiochora - AKS PL5;35,497781;24,16297;Y;;settlement\cemetery;201;824;Raab, Holly Alane. 2001. Rural settlement in Hellenistic and Roman Crete: the Akrotiri peninsula. Oxford, England: Archaeopress. ;;;;
838;Palaiochora - AKS PL5;35,497781;24,16297;Y;;settlement\cemetery;961;1205;Raab, Holly Alane. 2001. Rural settlement in Hellenistic and Roman Crete: the Akrotiri peninsula. Oxford, England: Archaeopress. ;;;;
839;Palaiochora - Trochalos;35,227291;23,680293;Y;;church;401;600;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;;;spolia
840;Palaiochora - Trochalos;35,227291;23,680293;Y;;church;1101;1205;Tsougarakis, Dimitris. 1988. Byzantine Crete: from the 5th century to the Venetian conquest. Athens: St. D. Basilopoulos.;;;;spolia
841;Paleokhora - AKS PL6;35,495536;24,16385;Y;;settlement;961;1205;Raab, Holly Alane. 2001. Rural settlement in Hellenistic and Roman Crete: the Akrotiri peninsula. Oxford, England: Archaeopress. ;;;;
842;Paleonemomilo - AKS AN1;35,543857;24,119121;Y;;settlement;201;824;Raab, Holly Alane. 2001. Rural settlement in Hellenistic and Roman Crete: the Akrotiri peninsula. Oxford, England: Archaeopress. ;;;;
843;Paliani (church of Mother of God);35,203973;25,019464;Y;Y;church\monastery;668;824;Curuni S.A. 1988: L’ Istituto Veneto di Scienze, Lettere ed Arti e la missione cretese di Giuseppe Gerola, in: Curuni S.A. & Donati L. (eds), Creta Veneziana (Venice) 37-113.;;;;Temenos - Heraklion, Panagia in Moni. monastery established at 668 and called Palea or Pala 
844;Paliani (church of Mother of God);35,203973;25,019464;Y;Y;church\monastery;901;1100;Curuni S.A. 1988: L’ Istituto Veneto di Scienze, Lettere ed Arti e la missione cretese di Giuseppe Gerola, in: Curuni S.A. & Donati L. (eds), Creta Veneziana (Venice) 37-113.;;;;Temenos - Heraklion, Panagia in Moni. monastery established at 668 and called Palea or Pala 
845;Paliani monastery (Venerato) = Temeneli;35,190689;25,04214;Y;;settlement\monastery;401;824;Watrous, Livingston Vance, Despoina Hadzi-Vallianou, and Harriet Blitzer. 2004. The plain of Phaistos: cycles of social complexity in the Mesara region of Crete. Los Angeles, Calif: Cotsen Institute of Archaeology.;;Sanders, Ian F. 1982. Roman Crete: an archaeolog. survey and gazetteer of late Hellenistic, Roman and early Byzantine Crete. Warminster, Wilts: Aris & Phillips.;;
846;Paliani monastery (Venerato) = Temeneli;35,190689;25,04214;Y;;settlement\monastery;961;1205;Watrous, Livingston Vance, Despoina Hadzi-Vallianou, and Harriet Blitzer. 2004. The plain of Phaistos: cycles of social complexity in the Mesara region of Crete. Los Angeles, Calif: Cotsen Institute of Archaeology.;;Sanders, Ian F. 1982. Roman Crete: an archaeolog. survey and gazetteer of late Hellenistic, Roman and early Byzantine Crete. Warminster, Wilts: Aris & Phillips.;;
847;Paliokklisia - Ag. Eftichios;35,320287;23,814109;Y;;cemetery\church           ;961;1205;Pariente, Anne. 1994. Chronique des fouilles et découvertes archéologiques en Grèce en 1993. Bulletin de Correspondance Hellénique 118, 695–866.;;Gerola, Giuseppe, and K. E. Lassithiotakes. 1961. Topographikos katalogos ton toichographemenon ekklesion tes Κretes. Herakleion: Ekdosis Etairias Kretikon istorikon meleton.;;
848;Paliokklisia - Ag. Eftichios;35,320287;23,814109;Y;;cemetery;201;824;Pariente, Anne. 1994. Chronique des fouilles et découvertes archéologiques en Grèce en 1993. Bulletin de Correspondance Hellénique 118, 695–866.;;Gerola, Giuseppe, and K. E. Lassithiotakes. 1961. Topographikos katalogos ton toichographemenon ekklesion tes Κretes. Herakleion: Ekdosis Etairias Kretikon istorikon meleton.;;
849;Paliokklisia - Ag. Eftichios;35,320287;23,814109;Y;;church;313;824;Pariente, Anne. 1994. Chronique des fouilles et découvertes archéologiques en Grèce en 1993. Bulletin de Correspondance Hellénique 118, 695–866.;;Gerola, Giuseppe, and K. E. Lassithiotakes. 1961. Topographikos katalogos ton toichographemenon ekklesion tes Κretes. Herakleion: Ekdosis Etairias Kretikon istorikon meleton.;;
850;Panagia - Christos (Roustika);35,286319;24,375057;Y;;church;961;1205;Antourakes, Georgios. 1977. Ai monai Myriokefalon kai Roustikon Kretes meta ton parekklesion auton. Athens. ;;Gerola, Giuseppe, and K. E. Lassithiotakes. 1961. Topographikos katalogos ton toichographemenon ekklesion tes Κretes. Herakleion: Ekdosis Etairias Kretikon istorikon meleton.;;
851;Panagia (Kityros);35,251574;23,63902;Y;;church;961;1205;Gerola, Giuseppe, and Konstantinos E. Lassithiotakes. 1961. Topographikos katalogos ton toichographemenon ekklesion tes Κretes. Herakleion: Ekdosis Etairias Kretikon istorikon meleton.;;Lassithiotakes, Konstantinos. 1970. Ekklesies Dytikes Kretes (D' Eparchia Selinou. Kretika Chronika 22, 133-210.;;
852;Panagia (Lampini);35,225785;24,508421;Y;;church;961;1205;Gallas, Klaus, Klaus Wessel, and Manolis Borboudakis, M. 1983. Byzantinische Kreta, Műnchen.;;Curuni S.A. & Donati L. (eds)1988, Creta Veneziana (Venice) 37-113.;;
